subgroup,year,percentile,Annuitized Financial Income,DB Pension Income,Earned Income,Federal Income Tax,HI tax,Imputed Rental Income,Means+Nonmeans Benefits,Medicare Part B Premium,Medicare Part D Premium,Medicare Surtax,Net Annuity Income,Net Cash Income,OASDI tax,Other Family Member Income,Own Benefit,Own Earnings,Per Capita Annuity Income,Per Capita BMB,Per Capita Cash Income,Per Capita Dividend Income,Per Capita Interest Income,Per Capita IRA Withdrawal,Per Capita Rental Income,Social Security Benefits,Spouse Benefit,Spouse Earnings,SSI,State Income Tax,group
Never Married Individuals,2035,P5,-57.07,0,0,0,0,0,0,2346.06,0,0,2555.65,-987.48,0,0,0,0,5869.47,0,2120.65,0,0,0,0,0,0,0,0,0,Marital Status
Never Married Individuals,2035,P50,4867.7,0,0,0,0,0,0,2346.1,881.4,0,27612.7,20352.3,0,0,13680.7,0,31648.9,0,23815.7,0,0,0,0,13680.7,0,0,0,0,Marital Status
Never Married Individuals,2035,P75,19582,312,11392,3362,110,3306,0,2346,881,0,61801,42576,510,13992,21322,11392,71597,0,50876,0,193,1076,0,21322,0,0,0,165,Marital Status
Never Married Individuals,2035,P90,59342,7475,48874,11715,674,11644,0,2346,881,0,116719,71487,3116,19284,27978,48874,137452,2717,93062,4206,2388,9940,0,27978,0,0,0,1919,Marital Status
Never Married Individuals,2035,P95,109844,18667,77888,19938,1084,20280,9000,3284,1210,51,180692,100623,5011,87838,31332,77888,213155,4660,131298,13525,6321,20605,506,31332,0,0,0,3935,Marital Status
Never Married Individuals,2035,P99,298653,60768,153675,67365,2213,49985,20981,7507,2247,3203,381442,183891,10227,119693,36451,153675,452645,7455,273872,65613,22981,53998,43511,36451,0,0,8567,12984,Marital Status
Never Married Individuals,2045,P10,5.38,0,0,0,0,0,0,2977.43,0,0,7414.41,5286.14,0,0,0,0,11592.62,0,9140.2099999999991,0,0,0,0,0,0,0,0,0,Marital Status
Never Married Individuals,2045,P25,1090.7,0,0,0,0,0,0,2977.4,0,0,13340.5,10728.9,0,0,9742.4,0,17213.900000000001,0,14616.1,0,0,0,0,9742.4,0,0,0,0,Marital Status
Never Married Individuals,2045,P5,-60.62,0,0,0,0,0,0,2977.43,0,0,1384.19,-2790.83,0,0,0,0,5584.32,0,1045.8900000000001,0,0,0,0,0,0,0,0,0,Marital Status
Never Married Individuals,2045,P50,5845.5,0,0,0,0,0,0,2977.4,1118.5999999999999,0,27393.200000000001,20306.599999999999,0,0,14976.7,0,32084.9,0,24599.7,0,0,0,0,14976.7,0,0,0,0,Marital Status
Never Married Individuals,2045,P75,20282,0,5830,3131,7,3265,0,2977,1119,0,59879,40945,31,15637,22194,5830,70676,0,50139,0,207,2356,0,22194,0,0,0,93,Marital Status
Never Married Individuals,2045,P90,66017,3591,44306,11487,603,12354,0,2977,1119,0,120441,71331,2788,21552,29099,44306,141101,3547,91394,4283,2728,13732,0,29099,0,0,0,1735,Marital Status
Never Married Individuals,2045,P95,119432,12419,72082,21307,988,22569,8884,5955,1535,439,186206,99775,4567,98167,32464,72082,217106,5718,134932,17357,7064,26249,340,32464,0,0,0,3787,Marital Status
Never Married Individuals,2045,P99,374902,59368,155776,74679,2219,65477,23662,9528,3509,4492,442861,199369,10255,133768,37740,155776,518294,8436,305393,73329,24948,75414,32947,37740,0,0,6587,12487,Marital Status
Never Married Individuals,2055,P10,14.86,0,0,0,0,0,0,3717.23,0,0,7969.6,4704.41,0,0,0,0,13127.67,0,9647.5400000000009,0,0,0,0,0,0,0,0,0,Marital Status
Never Married Individuals,2055,P25,1376.8,0,0,0,0,0,0,3717.2,0,0,14065.6,11260.5,0,0,9535.5,0,18861.900000000001,0,15974.5,0,0,0,0,9535.5,0,0,0,0,Marital Status
Never Married Individuals,2055,P5,-66.3,0,0,0,0,0,0,0,0,0,788.04,-3093.77,0,0,0,0,5944.76,0,1719.45,0,0,0,0,0,0,0,0,0,Marital Status
Never Married Individuals,2055,P50,7225.5,0,0,0,0,0,0,3717.2,1396.5,0,29310.7,20913.7,0,0,16325.8,0,35113,0,26432.799999999999,0,0,0,0,16325.8,0,0,0,0,Marital Status
Never Married Individuals,2055,P75,23561,0,8069,3395,25,3586,0,3717,1397,0,65409,43263,116,17412,23597,8069,79111,0,53862,0,182,3231,0,23597,0,0,0,95,Marital Status
Never Married Individuals,2055,P90,70248,1440,53320,13365,715,13540,0,3717,1397,243,131336,78849,3303,23999,31104,53320,155340,4503,101444,3901,2590,15920,0,31104,0,0,0,1857,Marital Status
Never Married Individuals,2055,P95,128591,7845,87179,24663,1214,25720,9348,7434,1917,933,196063,109468,5607,109313,35023,87179,235341,7017,147791,15904,7852,28258,98,35023,0,0,0,3954,Marital Status
Never Married Individuals,2055,P99,421977,52714,192436,80697,2768,78263,25917,11895,4381,4837,493747,219356,12791,148956,41918,192436,577941,9543,327703,82303,30964,79716,36099,41918,0,0,5424,13805,Marital Status
Never Married Individuals,2065,P10,23.14,0,0,0,0,0,0,4517.92,0,0,8114.03,4149.93,0,0,0,0,14618.38,0,10605.16,0,0,0,0,0,0,0,0,0,Marital Status
Never Married Individuals,2065,P25,1464.9,0,0,0,0,0,0,4517.8999999999996,0,0,14803.9,11921.3,0,0,11794.9,0,20759.599999999999,0,17844.400000000001,0,0,0,0,11794.9,0,0,0,0,Marital Status
Never Married Individuals,2065,P5,-68.040000000000006,0,0,0,0,0,0,0,0,0,230,-3569.53,0,0,0,0,6582.07,0,2523.9,0,0,0,0,0,0,0,0,0,Marital Status
Never Married Individuals,2065,P50,7932.3,0,0,0,0,0,0,4517.8999999999996,1697.3,0,31373.8,22641.7,0,0,18252.400000000001,0,38471,0,29194.400000000001,0,0,0,0,18252.400000000001,0,0,0,0,Marital Status
Never Married Individuals,2065,P75,26019,0,5798,4396,3,4167,0,4518,1697,0,68373,48153,14,19362,26442,5798,84128,0,61278,0,233,5792,0,26442,0,0,0,127,Marital Status
Never Married Individuals,2065,P90,69296,759,56236,16869,758,15851,0,6325,1697,550,135338,87970,3503,26686,34704,56236,167741,4929,117504,4614,3012,20996,0,34704,0,0,0,2146,Marital Status
Never Married Individuals,2065,P95,134311,8662,95265,29353,1333,29993,8583,9036,3328,1346,207172,122352,6157,121553,39208,95265,255656,7738,171289,17295,8090,38407,128,39208,0,0,0,4468,Marital Status
Never Married Individuals,2065,P99,389598,62539,215692,87082,3090,91911,28459,14457,5325,5030,499200,225174,14278,165636,46934,215692,589050,10741,344098,91519,31325,98795,52577,46934,0,0,5231,15971,Marital Status
Quintile 2 (Lifetime Earnings),2015,P10,74.62,0,0,0,0,0,0,1500.08,0,0,11392.11,8761.08,0,0,0,0,13350.37,0,10684.8,0,0,0,0,1739.2,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2015,P25,557.9,0,0,0,0,261.8,0,1500.1,0,0,16134.8,12099.7,0,0,8472.4,0,18220.5,0,14080.1,0,0,0,0,8311.1,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2015,P5,-15.18,0,0,0,0,0,0,0,0,0,9011.92,6464.6,0,0,0,0,10977.87,0,8311.0499999999993,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2015,P50,2473.1999999999998,0,0,0,0,1667,0,1500.1,513.6,0,23788.9,17770,0,0,12260.9,0,26335.8,0,19938,0,0,0,0,12150.8,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2015,P75,8533,4430,6091,565,68,3810,0,1500,514,0,36431,26921,290,0,15680,0,40456,0,30354,0,116,368,0,14876,9787,0,0,19,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2015,P90,24115,10943,21194,2968,288,6926,43,1500,514,0,54163,37364,1231,13742,18758,17312,60584,0,43135,981,1037,3117,0,18059,16482,17058,0,665,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2015,P95,45980,16341,31044,4449,426,9804,7809,1500,514,0,74494,44708,1822,66422,20480,29559,81656,0,52664,3547,2556,6529,1216,19986,19440,36685,0,1201,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2015,P99,127964,27715,54782,11124,739,16730,14787,1500,514,0,157895,69649,3161,66422,23786,63692,159908,0,84085,19407,7997,18236,18921,24233,23440,73370,0,3245,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2025,P10,178.43,0,0,0,0,0,0,1862.3,0,0,11425.39,9244.24,0,0,0,0,13926.28,0,11772.78,0,0,0,0,1590.97,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2025,P25,797.5,0,0,0,0,196.4,0,1862.3,0,0,16399.7,12502,0,0,9080.2999999999993,0,19006.400000000001,0,14970.7,0,0,0,0,8853.1,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2025,P5,13.98,0,0,0,0,0,0,0,0,0,9299.35,7162.45,0,0,0,0,11863.3,0,9642.2900000000009,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2025,P50,2676.2,0,0,0,0,1464.6,0,1862.3,699.6,0,24086.5,18375.2,0,0,12856.4,0,27327.7,0,21162.799999999999,0,0,0,0,12695.7,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2025,P75,7431,2132,10681,965,139,3559,0,1862,700,0,35786,27572,636,0,16354,1922,40530,0,32102,0,105,599,0,15621,11035,0,0,55,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2025,P90,19371,7303,25452,3566,354,7047,1061,1862,700,0,51623,39283,1623,17128,19636,23324,59317,0,47141,840,969,4034,0,18891,17483,26632,0,780,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2025,P95,33351,12062,36327,5295,506,10229,8735,1862,700,0,68056,49026,2321,61280,21686,35446,78182,383,59969,3313,2601,8137,1084,21289,20600,45598,0,1378,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2025,P99,108001,24327,69014,13493,991,18694,18937,1862,700,0,141810,74296,4544,78020,25073,69826,149639,2366,92645,19742,9510,19678,18451,25836,26148,102462,0,3482,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2035,P10,272.29000000000002,0,0,0,0,0,0,2346.06,0,0,11224.13,8735.4500000000007,0,0,0,0,14387.47,0,11887.58,0,0,0,0,1772.3,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2035,P25,1030.0999999999999,0,0,0,0,0,0,2346.1,0,0,15511.6,11780.1,0,0,8779.6,0,18649.900000000001,0,14780.7,0,0,0,0,9651.1,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2035,P5,59.04,0,0,0,0,0,0,0,0,0,8881.9,6302.86,0,0,0,0,12181.24,0,9590.4500000000007,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2035,P50,2965.5,0,0,0,0,1469.6,0,2346.1,881.4,0,22638.5,16884.5,0,0,13244.8,0,26159,0,20215.099999999999,0,0,0,0,13196.1,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2035,P75,7517,755,8900,801,110,3565,0,2346,881,0,34016,25819,508,0,16545,40,39364,0,30751,0,115,1128,0,15946,11304,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2035,P90,17769,4001,26978,3466,369,7461,0,2346,881,0,50672,38353,1705,19284,20001,23194,58410,499,46200,583,996,4469,0,19137,17684,22694,0,662,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2035,P95,30993,7666,38528,5241,539,11119,9319,2346,881,0,65028,49377,2491,68991,22201,37246,75913,1556,59900,3385,2420,8424,892,21846,20900,46666,0,1288,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2035,P99,87928,21857,69512,14038,965,21483,19288,2346,881,238,118924,74716,4461,87838,26779,72082,138017,3852,94563,17040,10293,22416,16130,27110,27163,102683,0,3206,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2045,P10,356.6,0,0,0,0,0,0,2977.43,0,0,10871.08,7945.93,0,0,0,0,14954.9,0,11939.23,0,0,0,0,587.49,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2045,P25,1283.8,0,0,0,0,0,0,2977.4,0,0,15150.5,11362.9,0,0,8943.7999999999993,0,19231.2,0,15228.7,0,0,0,0,10143,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2045,P5,74.63,0,0,0,0,0,0,0,0,0,8077.19,5286.1,0,0,0,0,12316.26,0,9287.94,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2045,P50,3401.6,0,0,0,0,1437.6,0,2977.4,1118.5999999999999,0,22884.9,16913.400000000001,0,0,14088,0,27335.599999999999,0,20948.900000000001,0,0,67.099999999999994,0,13982.9,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2045,P75,7909,0,8737,892,100,3657,0,2977,1119,0,35573,26632,463,0,17524,0,41864,0,32647,0,128,1583,0,16824,10818,0,0,4,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2045,P90,18389,1973,28643,3861,397,8021,0,2977,1119,0,52609,40942,1833,23056,21343,23842,62187,1423,50285,960,1245,4756,0,20753,17612,21831,0,708,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2045,P95,32299,4589,41737,6051,589,12653,10230,2977,1119,0,69212,51738,2720,77104,24008,39483,79891,2543,63901,4034,3191,8835,1700,23665,20575,48630,0,1424,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2045,P99,84952,20805,75689,15951,1046,26027,22172,4168,1119,551,123783,82826,4833,98167,29921,78173,141010,5305,104673,20998,11020,22627,19838,31642,27435,117292,0,3834,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2055,P10,470.96,0,0,0,0,0,0,3717.23,0,0,11133.01,8177.02,0,0,0,0,16139.11,0,13017.65,0,0,0,0,1454.12,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2055,P25,1599.4,0,0,0,0,0,0,3717.2,0,0,16151.5,12032.6,0,0,9547.5,0,21156.7,0,16891.900000000001,0,0,0,0,11231.4,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2055,P5,105.71,0,0,0,0,0,0,0,0,0,7839.95,4480.84,0,0,0,0,13290.47,0,9888.65,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2055,P50,4082.3,0,0,0,0,1575.5,0,3717.2,1396.5,0,23989.8,17723.7,0,0,15370.3,0,29542.7,0,22839.8,0,0,318.3,0,15238,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2055,P75,8901,0,9592,1052,118,4040,0,3717,1397,0,37089,27794,547,0,19295,0,44471,0,34735,0,123,2439,0,18352,12217,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2055,P90,19435,1063,29294,4313,410,8613,0,3717,1397,0,55990,43364,1895,25674,23505,26066,66988,1862,54472,734,1148,6373,0,22684,19268,26212,0,720,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2055,P95,32464,3762,44493,7515,628,13556,11085,3717,1397,139,72060,56548,2901,85859,26339,41537,86075,3228,72574,3517,2776,10356,1235,25624,22586,51578,0,1558,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2055,P99,85417,20112,83380,18364,1191,31130,24377,5204,1917,992,121305,86830,5504,109313,32002,80382,142310,6568,113388,20025,10767,25281,28889,33113,30236,126901,0,3903,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2065,P10,515.15,0,0,0,0,0,0,4517.92,0,0,11492.33,8375.06,0,0,0,0,17805.14,0,14480.01,0,0,0,0,1773.47,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2065,P25,1791.3,0,0,0,0,0,0,4517.8999999999996,1697.3,0,17114.400000000001,12881.6,0,0,10803.5,0,23301.1,0,18940.099999999999,0,0,0,0,12405,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2065,P5,116.67,0,0,0,0,0,0,0,0,0,7614.06,3695.94,0,0,0,0,14390.26,0,10563.71,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2065,P50,4565.1000000000004,0,0,0,0,1700,0,4517.8999999999996,1697.3,0,25753.3,19550.400000000001,0,0,16967,0,32483.3,0,25864.1,0,0,696.1,0,16914.3,0,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2065,P75,10126,0,8916,1560,101,4443,0,4518,1697,0,40254,31030,467,0,21434,0,49156,0,39842,0,162,3763,0,20535,13625,0,0,0,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2065,P90,22179,904,31982,5030,435,9191,0,4518,1697,113,60435,47842,2011,28549,26366,26163,73153,2057,60603,1167,1287,8826,0,25587,20985,27450,0,801,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2065,P95,36379,4724,47409,9169,666,14254,11645,4518,1697,356,77877,61086,3078,95473,29774,43296,95240,3561,78154,4684,3135,13748,1969,29158,25121,57253,0,1667,Lifetime Earnings Quintile
Quintile 2 (Lifetime Earnings),2065,P99,90529,23539,91165,22323,1284,35920,26319,9036,3328,1559,131805,93983,5933,121553,36459,89174,158066,6862,127207,26409,13306,32858,23900,37538,33332,134335,0,4398,Lifetime Earnings Quintile
Quintile 2 (Per Capita Income),2015,P10,103.31,0,0,0,0,0,0,1500.08,0,0,16905.62,11186.2,0,0,0,0,19019.37,0,13070.72,0,0,0,0,2837.28,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2015,P25,666.4,0,0,0,0,448,0,1500.1,513.6,0,18751.599999999999,13946.9,0,0,9194.6,0,20845.099999999999,0,15974.1,0,0,0,0,9509.4,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2015,P5,-15.63,0,0,0,0,0,0,1500.08,0,0,16211.34,9575.9599999999991,0,0,0,0,18309.82,0,11574.05,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2015,P50,2239.6,0,0,0,0,1769.7,0,1500.1,513.6,0,21410,16801.400000000001,0,0,13435.6,0,23638.799999999999,0,18866.8,0,0,0,0,13345.2,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2015,P75,4965,3131,86,0,0,3694,0,1500,514,0,24469,19919,0,0,17708,0,26761,0,22186,0,67,264,0,16509,10986,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2015,P90,8611,7401,11765,478,157,5953,0,1500,514,0,26542,23097,670,13742,20680,9809,28818,0,25502,233,566,1658,0,18985,17811,9049,0,161,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2015,P95,10845,10682,17410,972,234,7601,5278,1500,514,0,27349,24883,1001,66422,22702,17533,29477,0,27658,1228,1190,2870,436,20380,20845,19684,0,402,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2015,P99,16138,16656,23374,3060,333,11170,12155,1500,514,0,28199,36882,1423,66422,25750,34214,30064,0,41832,5601,4172,7050,14489,23175,25111,37953,0,1196,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2025,P10,198.22,0,0,0,0,0,0,1862.3,0,0,17239.45,11698.49,0,0,0,0,20014.68,0,14287.68,0,0,0,0,2916.9,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2025,P25,876.1,0,0,0,0,317,0,1862.3,699.6,0,19097.3,14592.5,0,0,9783.2000000000007,0,21855.9,0,17166.8,0,0,0,0,10237.700000000001,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2025,P5,16.04,0,0,0,0,0,0,1862.3,0,0,16583.21,9881.8799999999992,0,0,0,0,19399.47,0,12423.81,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2025,P50,2591.6999999999998,0,0,0,0,1601.2,0,1862.3,699.6,0,22053.3,17534.5,0,0,14010.4,0,25030.5,0,20258.400000000001,0,0,0,0,14063.8,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2025,P75,5488,1880,4269,0,37,3440,0,1862,700,0,25284,20665,169,0,18441,0,28383,0,23714,0,88,679,0,17347,12092,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2025,P90,9240,5337,14750,882,194,6106,0,1862,700,0,27631,23819,888,17128,21753,13246,30484,0,27103,279,692,2627,0,20175,18835,13426,0,205,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2025,P95,11950,8512,19316,1491,262,8061,6646,1862,700,0,28534,26050,1204,78020,23785,21931,31290,807,29482,1439,1318,4422,512,21781,21816,25279,0,480,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2025,P99,16655,15629,25206,4166,355,12308,13683,1862,700,0,29484,38360,1626,78020,26892,36179,31938,3314,45508,6190,4499,11669,13408,24746,26488,41013,0,1307,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2035,P10,294.02,0,0,0,0,0,0,2346.06,0,0,16684.13,10904.61,0,0,4516.1000000000004,0,20029.5,0,14088.48,0,0,0,0,5127.33,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2035,P25,1162.4000000000001,0,0,0,0,339.8,0,2346.1,881.4,0,18558.3,13761.8,0,0,10449.6,0,21929.9,0,16943.599999999999,0,0,0,0,11478.6,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2035,P5,45.87,0,0,0,0,0,0,2346.06,0,0,16028.55,9475.39,0,0,0,0,19436.79,0,12636.87,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2035,P50,3142.4,0,0,0,0,1705.5,0,2346.1,881.4,0,21550.7,16773.7,0,0,14649.7,0,25046.799999999999,0,20075.3,0,0,22.8,0,14516.9,174.3,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2035,P75,6144,788,325,0,0,3765,0,2346,881,0,24859,20185,2,0,18716,0,28522,0,23721,0,107,1422,0,17663,13016,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2035,P90,9652,3452,12573,862,163,6477,0,2346,881,0,27127,23369,755,19284,21884,10740,30605,641,27228,258,794,3678,0,20303,19229,8648,0,159,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2035,P95,12186,5752,18208,1537,249,8629,6368,2346,881,0,28122,25667,1149,87838,24014,19439,31365,2257,29650,1741,1512,5884,351,21923,22146,21196,0,410,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2035,P99,17439,11795,24511,4640,347,13717,13679,2346,881,0,29176,41042,1605,119693,27939,35641,31949,5660,47246,6969,4935,14793,15519,25182,26546,39697,0,1433,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2045,P10,370.36,0,0,0,0,0,0,2977.43,0,0,16481.66,10612.22,0,0,5517.09,0,20606.169999999998,0,14677.54,0,0,0,0,5987.89,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2045,P25,1566.2,0,0,0,0,0,0,2977.4,1118.5999999999999,0,18192.099999999999,13310.3,0,0,10939.6,0,22383.9,0,17295.900000000001,0,0,0,0,12142.8,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2045,P5,55.92,0,0,0,0,0,0,2977.43,0,0,15755.02,8994.09,0,0,0,0,20045.97,0,12927.57,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2045,P50,3860.9,0,0,0,0,1618.3,0,2977.4,1118.5999999999999,0,21456.2,16514.599999999999,0,0,15059.9,0,25713.599999999999,0,20572.8,0,0,294.89999999999998,0,15038.7,386.5,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2045,P75,7019,132,0,0,0,3718,0,2977,1119,0,24803,20064,0,0,19171,0,29147,0,24304,0,102,2210,0,18149,12981,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2045,P90,10855,2076,11038,911,139,6501,0,2977,1119,0,27043,23534,644,23056,22410,8810,31264,1871,28107,295,815,4769,0,20975,19317,3298,0,115,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2045,P95,13103,3912,17255,1618,222,8724,6866,2977,1119,0,27988,26116,1025,77104,24443,17996,32074,3520,30775,2001,1815,7137,1247,22775,22669,19755,0,380,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2045,P99,18358,9298,25581,4590,354,14030,15567,2977,1119,0,29334,41603,1634,133768,28009,32595,32683,6792,49613,7432,6265,17250,13754,26067,27584,40307,0,1497,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2055,P10,546.82000000000005,0,0,0,0,0,0,3717.23,0,0,17295.13,10705.3,0,0,4894.7,0,22520.17,0,15766.39,0,0,0,0,5682.81,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2055,P25,1926.3,0,0,0,0,0,0,3717.2,1396.5,0,19230.400000000001,13702.4,0,0,11448.2,0,24420.2,0,18745.7,0,0,0,0,12784.5,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2055,P5,122.57,0,0,0,0,0,0,3717.23,0,0,16562.98,8810.7800000000007,0,0,0,0,21884.400000000001,0,13951.39,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2055,P50,4644.2,0,0,0,0,1710.3,0,3717.2,1396.5,0,22556.799999999999,17364.099999999999,0,0,16348.1,0,27900,0,22478.2,0,0,594.9,0,16290.6,434.1,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2055,P75,8160,0,0,0,0,4065,0,3717,1397,0,26239,21252,0,0,20557,0,31692,0,26681,0,112,3212,0,19467,13582,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2055,P90,12236,1067,13638,1196,174,7196,0,3717,1397,0,28834,25229,803,23999,24269,10171,34134,2293,30692,330,953,6298,0,22907,20623,5911,0,136,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2055,P95,15007,2949,19791,1969,259,9479,6104,3717,1397,0,29963,27675,1195,85859,26570,21888,35051,4496,33610,2254,1930,8989,445,24823,23907,24168,0,406,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2055,P99,21277,9363,27866,5297,388,15550,16634,3717,1397,110,31772,44793,1791,148956,32080,39852,35674,7882,54570,7492,6418,17735,14996,28878,30858,44273,0,1275,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2065,P10,571.20000000000005,0,0,0,0,0,0,4517.92,0,0,18495.03,11685.76,0,0,5659.92,0,24915.75,0,17817.72,0,0,0,0,7147.17,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2065,P25,2160.3000000000002,0,0,0,0,0,0,4517.8999999999996,1697.3,0,20799.599999999999,15192.4,0,0,12892.4,0,27162,0,21337.7,0,0,0,0,14135.2,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2065,P5,97.32,0,0,0,0,0,0,4517.92,0,0,17680.189999999999,9727.49,0,0,0,0,24240.78,0,15935.74,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 2 (Per Capita Income),2065,P50,5347.7,0,0,0,0,1853.4,0,4517.8999999999996,1697.3,0,24397,19135.2,0,0,18141.7,0,30864.9,0,25368.400000000001,0,0,1160.8,0,18065.099999999999,388.7,0,0,0,Per Capita Income Quintile
