subgroup,year,percentile,Annuitized Financial Income,DB Pension Income,Earned Income,Federal Income Tax,HI tax,Imputed Rental Income,Means+Nonmeans Benefits,Medicare Part B Premium,Medicare Part D Premium,Medicare Surtax,Net Annuity Income,Net Cash Income,OASDI tax,Other Family Member Income,Own Benefit,Own Earnings,Per Capita Annuity Income,Per Capita BMB,Per Capita Cash Income,Per Capita Dividend Income,Per Capita Interest Income,Per Capita IRA Withdrawal,Per Capita Rental Income,Social Security Benefits,Spouse Benefit,Spouse Earnings,SSI,State Income Tax,group
Bottom Quintile (Per Capita Income),2015,P25,-1,0,0,0,0,0,0,1500.1,513.6,0,5978.8,4625.7,0,0,0,0,7896.9,0,6620,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2015,P5,-72.91,0,0,0,0,0,0,1500.08,0,0,-1660.82,-2013.65,0,0,0,0,-38.07,0,0,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2015,P50,302.7,0,0,0,0,0,0,1500.1,513.6,0,9259.4,7618.5,0,0,6911.9,0,11139.4,0,9509.2000000000007,0,0,0,0,6940.8,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2015,P75,1321,0,0,0,0,1248,0,1500,514,0,12527,10611,0,10580,10848,0,14488,0,12481,0,2,0,0,10274,4011,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2015,P90,3085,1901,2974,0,23,2669,0,1500,514,0,14467,12878,99,24647,13894,0,16402,0,14830,0,115,27,0,12794,10524,0,3581,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2015,P95,4464,3722,7155,0,85,3687,0,1500,514,0,15141,14092,364,66422,15667,5138,16956,0,16037,194,413,637,0,14014,13528,6038,6751,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2015,P99,9099,8714,12648,642,172,6633,6642,1500,514,0,15929,18948,737,90510,19437,15373,17520,0,20752,2974,2006,2523,6120,15938,18054,19873,9710,412,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2025,P10,-62.85,0,0,0,0,0,0,1862.3,0,0,1.76,-1855.34,0,0,0,0,2445.5700000000002,0,312.08999999999997,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2025,P25,2.4,0,0,0,0,0,0,1862.3,699.6,0,6367.7,5166.3,0,0,0,0,8819,0,7636.4,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2025,P5,-85.15,0,0,0,0,0,0,1862.3,0,0,-2216.81,-2561.89,0,0,0,0,-47.02,0,0,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2025,P50,443.7,0,0,0,0,0,0,1862.3,699.6,0,9780.2000000000007,8395.5,0,0,8790.2999999999993,0,12257.2,0,10785.5,0,0,0,0,8867.2999999999993,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2025,P75,1540,0,0,0,0,1216,0,1862,700,0,12886,10831,0,0,11791,0,15331,0,13243,0,3,0,0,11495,6523,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2025,P90,3368,1215,3356,0,27,2561,0,1862,700,0,14829,13213,124,28951,14492,0,17295,2409,15580,0,142,238,0,13362,11684,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2025,P95,5029,2486,7682,0,89,3692,0,1862,700,0,15583,14563,408,78020,16041,5972,18022,3776,16978,297,481,972,0,14636,14454,6395,5881,3,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2025,P99,8729,6936,13678,1236,177,6647,7780,1862,700,0,16494,22807,812,106314,19476,17165,18566,6089,25688,3825,2764,3798,6956,16691,18683,20985,9248,526,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2035,P10,-67.849999999999994,0,0,0,0,0,0,2346.06,0,0,-865.67,-2346.06,0,0,0,0,2317.2399999999998,0,215.06,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2035,P25,49.6,0,0,0,0,0,0,2346.1,881.4,0,6073.6,4854.8999999999996,0,0,0,0,9124.1,0,7880.8,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2035,P5,-93.93,0,0,0,0,0,0,2346.06,0,0,-2673.84,-3227.49,0,0,0,0,203.08,0,0,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2035,P50,590.70000000000005,0,0,0,0,0,0,2346.1,881.4,0,10013.1,8376.5,0,0,9377.2000000000007,0,13069.2,0,11445.8,0,0,0,0,9914.5,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2035,P75,1853,0,0,0,0,1334,0,2346,881,0,12759,10592,0,0,12600,0,15825,1292,13600,0,5,13,0,12417,7546,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2035,P90,3565,726,1929,0,3,2644,0,2346,881,0,14574,12829,12,32594,14732,0,17684,3733,15780,0,187,623,0,13645,12495,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2035,P95,5101,1766,6404,0,65,3627,0,2346,881,0,15227,14194,302,87838,16270,3982,18257,5054,17145,389,597,1328,0,14723,14835,3721,4022,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2035,P99,8742,5238,13033,2003,169,6188,7017,2346,881,0,16247,22567,781,119693,20123,15880,18700,7399,26588,3854,2437,4055,8216,16705,19199,20097,8567,755,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2045,P10,-67.2,0,0,0,0,0,0,2977.43,0,0,-1748.81,-3490.45,0,0,0,0,2066.27,0,56.91,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2045,P25,84.7,0,0,0,0,0,0,2977.4,1118.5999999999999,0,5170.3,3564,0,0,0,0,9113.1,0,7377.5,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2045,P5,-94.95,0,0,0,0,0,0,2977.43,0,0,-3605.67,-4096.0600000000004,0,0,0,0,103.79,0,0,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2045,P50,759.5,0,0,0,0,0,0,2977.4,1118.5999999999999,0,9937.9,8172.1,0,0,9455.7999999999993,0,13820.3,0,12023,0,0,0,0,10598.9,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2045,P75,2210,0,0,0,0,1430,0,2977,1119,0,12727,10671,0,0,13435,0,16617,1950,14489,0,5,170,0,13253,7989,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2045,P90,4074,285,1441,0,0,2828,0,2977,1119,0,14496,12693,2,36427,15235,0,18355,4754,16345,0,210,1036,0,14752,13096,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2045,P95,5528,986,6623,0,69,3920,0,2977,1119,0,15115,14289,318,98167,16783,4079,18926,6313,17879,253,668,1824,0,15284,15357,757,1593,4,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2045,P99,9968,3888,13269,2143,176,7216,7636,2977,1119,0,16406,21597,811,133768,20501,16815,19335,8446,25576,3942,3553,4503,9250,17373,19728,20154,8320,575,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2055,P10,-69.739999999999995,0,0,0,0,0,0,3717.23,0,0,-2176.25,-4241.25,0,0,0,0,2751.28,0,83.23,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2055,P25,96.1,0,0,0,0,0,0,3717.2,1396.5,0,4865,2906,0,0,0,0,9746.1,0,7764.2,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2055,P5,-92.61,0,0,0,0,0,0,3717.23,0,0,-4534.01,-5113.7700000000004,0,0,0,0,174.09,0,0,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2055,P50,928,0,0,0,0,0,0,3717.2,1396.5,0,10317.6,8490.2000000000007,0,0,10446.5,0,15179.6,0,13298,0,0,0,0,11708.8,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2055,P75,2646,0,0,0,0,1537,0,3717,1397,0,13451,11278,0,0,14731,0,18266,2521,15986,0,7,427,0,14517,8452,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2055,P90,4919,0,1047,0,1,3128,0,3717,1397,0,15225,13607,4,40563,16812,0,20062,5783,18273,0,288,1666,0,16209,14292,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2055,P95,6635,446,6860,46,69,4402,0,3717,1397,0,15963,15256,317,109313,18282,3615,20605,7592,19710,391,789,2655,0,16943,16871,442,0,32,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2055,P99,11548,2928,15223,2863,199,8190,7368,3717,1397,0,17567,26494,918,148956,21856,17287,21161,9707,31346,5787,3957,7194,10573,19059,21897,21400,8080,646,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2065,P10,-70.8,0,0,0,0,0,0,4517.92,0,0,-2661.78,-4786.82,0,0,0,0,3237.54,0,233.68,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2065,P25,157.9,0,0,0,0,0,0,4517.8999999999996,1697.3,0,4924,2295.1,0,0,0,0,11079.5,0,8206.9,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2065,P5,-94.72,0,0,0,0,0,0,4517.92,0,0,-5262.1,-6215.23,0,0,0,0,392.31,0,0,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2065,P50,1078.2,0,0,0,0,0,0,4517.8999999999996,1697.3,0,10803,8862.2000000000007,0,0,11618.4,0,16747.5,0,14767.3,0,0,0,0,12807.3,0,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2065,P75,3055,0,0,0,0,1731,0,4518,1697,0,14220,12033,0,0,16300,0,20137,3026,17828,0,11,623,0,16022,9604,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2065,P90,5864,0,651,0,0,3541,0,4518,1697,0,16370,14759,0,45105,18519,0,22162,6425,20418,0,382,2375,0,17881,15701,0,0,0,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2065,P95,7915,324,6966,310,65,4947,0,4518,1697,0,17133,16842,299,121553,20211,4177,22911,8611,22082,568,1029,3831,0,18658,18596,179,0,64,Per Capita Income Quintile
Bottom Quintile (Per Capita Income),2065,P99,13888,2989,16420,4073,212,8619,9153,4518,1697,90,19032,29772,979,165636,24339,20740,23439,10882,37368,6878,4883,9986,15939,20998,23991,23093,7847,903,Per Capita Income Quintile
College Graduates,2015,P10,1542.91,0,0,0,0,0,0,0,0,0,21366.25,13784.51,0,0,0,0,23800.23,0,16192.7,0,0,0,0,0,0,0,0,0,Education
College Graduates,2015,P25,5162.1000000000004,0,0,0,0,1617.2,0,1500.1,0,0,36948.5,23263.599999999999,0,0,0,0,41004.699999999997,0,26565.599999999999,0,0,0,0,5000.8,0,0,0,0,Education
College Graduates,2015,P5,505.5,0,0,0,0,0,0,0,0,0,13820.88,8628.35,0,0,0,0,16047.09,0,10901.65,0,0,0,0,0,0,0,0,0,Education
College Graduates,2015,P50,15205.5,1690.2,7764.1,2596,37.299999999999997,4192.1000000000004,0,1500.1,513.6,0,59821.4,37748,159.5,0,15889.3,0,68094.600000000006,0,44101.599999999999,0,21,0,0,14192.8,0,0,0,200.7,Education
College Graduates,2015,P75,41550,15470,32149,7570,399,8370,0,1500,514,0,96636,57771,1705,0,23285,32226,112362,0,70739,1286,1009,3000,0,20435,13544,13434,0,1558,Education
College Graduates,2015,P90,96414,32332,60669,16107,788,14382,0,2100,514,0,154985,81857,3367,12417,27244,68322,179224,0,105581,9971,4396,9614,750,24645,23311,49391,0,3751,Education
College Graduates,2015,P95,167346,47686,82476,25024,1117,19529,7253,3000,1007,133,222744,100094,4247,24647,29194,96360,253539,0,134464,18334,8547,15479,6016,26936,26475,75833,0,5757,Education
College Graduates,2015,P99,420898,77979,145088,68459,2014,35710,16755,4800,1611,2394,485375,152804,6418,66422,32862,192916,536040,0,240052,57219,22332,36246,30369,31170,30731,157908,0,14419,Education
College Graduates,2025,P10,1939.92,0,0,0,0,0,0,1862.3,0,0,21456.37,14536.57,0,0,0,0,24511.45,0,17468.79,0,0,0,0,0,0,0,0,0,Education
College Graduates,2025,P25,6248,0,0,0,0,1599.5,0,1862.3,0,0,36798.9,24453.4,0,0,6094.9,0,41788.6,0,28254.799999999999,0,0,0,0,8331.1,0,0,0,0,Education
College Graduates,2025,P5,754.55,0,0,0,0,0,0,0,0,0,14286.28,9665.23,0,0,0,0,17263.150000000001,0,12284.47,0,0,0,0,0,0,0,0,0,Education
College Graduates,2025,P50,17287.5,944.1,4049.8,2980.2,0,4275.2,0,1862.3,699.6,0,61903.7,39531.9,0,0,18636.8,0,71594,0,47147.3,0,17,568.1,0,17250.599999999999,0,0,0,138.1,Education
College Graduates,2025,P75,47681,11186,32420,8198,422,9308,0,1862,700,0,101960,60943,1935,0,25780,31170,119497,0,76235,1080,988,7250,0,23239,15787,4440,0,1471,Education
College Graduates,2025,P90,107400,28171,61720,17584,862,16680,0,2607,960,24,169146,88313,3955,14585,29819,68409,197593,0,114636,10662,4628,16526,467,27313,25292,48810,0,3690,Education
College Graduates,2025,P95,184356,41628,88498,28585,1222,24271,7340,3725,1372,698,244358,109234,5602,28951,31936,99114,283903,0,148800,22283,8664,25303,7161,29784,28819,78543,0,6014,Education
College Graduates,2025,P99,532432,75368,162207,66972,2283,46282,18562,5959,2195,3057,590355,167124,9193,78020,35288,188014,609102,1587,248683,61022,25547,57139,38508,34600,33746,161302,0,15499,Education
College Graduates,2035,P10,1969.28,0,0,0,0,0,0,2346.06,0,0,19643.79,13349.88,0,0,0,0,23320.28,0,16833.490000000002,0,0,0,0,0,0,0,0,0,Education
College Graduates,2035,P25,6398.4,0,0,0,0,1535.6,0,2346.1,0,0,34149.9,22795.9,0,0,9262.5,0,39466,0,27077.8,0,0,0,0,10065,0,0,0,0,Education
College Graduates,2035,P5,799.14,0,0,0,0,0,0,0,0,0,13097.19,9167.65,0,0,0,0,16627.16,0,12500.24,0,0,0,0,0,0,0,0,0,Education
College Graduates,2035,P50,18244.099999999999,0,0,2775.3,0,4192.6000000000004,0,2346.1,881.4,0,59502,38708,0,0,19523.5,0,69586.600000000006,0,46631.8,0,19,1590,0,17861.3,0,0,0,38,Education
College Graduates,2035,P75,48586,5507,29755,8097,402,9550,0,2346,881,0,102501,60487,1860,0,26102,28777,120304,0,75500,1190,1072,10554,0,24111,15614,0,0,1263,Education
College Graduates,2035,P90,112426,19705,63674,18153,893,18180,0,3284,1210,295,172055,89549,4125,16420,30439,71129,201017,0,117923,11513,5020,23006,108,28757,24727,44404,0,3445,Education
College Graduates,2035,P95,193202,33816,90534,30321,1277,26426,8525,4692,1728,971,250058,113188,5902,32594,32805,103286,289869,0,155536,22347,9642,34442,7099,31737,28457,74028,0,5791,Education
College Graduates,2035,P99,554683,79287,166047,74925,2388,56408,20239,7507,2765,3851,595166,188359,9913,87838,37803,194536,663812,3138,275282,67216,26315,71914,42642,38240,33452,163252,0,16392,Education
College Graduates,2045,P10,2036.66,0,0,0,0,0,0,2977.43,0,0,18340.310000000001,12363.46,0,0,0,0,22853.48,0,16628.79,0,0,0,0,0,0,0,0,0,Education
College Graduates,2045,P25,6475.9,0,0,0,0,1435.9,0,2977.4,0,0,32269.599999999999,21765.8,0,0,10763.6,0,38028.699999999997,0,26775.3,0,0,0,0,11224.7,0,0,0,0,Education
College Graduates,2045,P5,797.2,0,0,0,0,0,0,0,0,0,12641.58,8783.67,0,0,0,0,16991.28,0,13034.47,0,0,0,0,0,0,0,0,0,Education
College Graduates,2045,P50,18446.900000000001,0,0,2615.6,0,4168.5,0,2977.4,1118.5999999999999,0,57338.5,38044.1,0,0,20062.900000000001,0,67494.899999999994,0,46539.5,0,14.5,2640.9,0,18237.7,0,0,0,0,Education
College Graduates,2045,P75,50092,2091,29490,8662,409,9796,0,2977,1119,1,101629,62182,1891,0,26820,26106,121453,0,78844,960,1159,12970,0,24983,15073,0,0,1191,Education
College Graduates,2045,P90,114436,11710,67827,20444,964,19844,0,4168,1535,609,176588,94217,4454,18351,31802,72766,212149,0,126700,11145,5642,29537,400,30607,24451,42954,0,3531,Education
College Graduates,2045,P95,202791,24501,96266,34016,1382,30470,9396,5955,2193,1438,259266,120796,6386,36427,34952,109084,306967,260,169263,25458,10779,43719,7660,34468,28149,77391,0,6079,Education
College Graduates,2045,P99,551052,79287,192119,92687,2730,70459,21641,9528,3509,4887,632858,213806,10873,98167,43493,228364,695105,4254,328207,78423,31644,98479,45550,44868,33875,178976,0,16964,Education
College Graduates,2055,P10,2181.8000000000002,0,0,0,0,0,0,3717.23,0,0,18004.009999999998,12370.37,0,0,0,0,23591.17,0,17517.87,0,0,0,0,0,0,0,0,0,Education
College Graduates,2055,P25,6836.3,0,0,0,0,1420.1,0,3717.2,0,0,32381.7,21831.7,0,0,10935.8,0,39200.9,0,27986.9,0,0,0,0,11814.1,0,0,0,0,Education
College Graduates,2055,P5,827.58,0,0,0,0,0,0,0,0,0,12389.31,8332.02,0,0,0,0,17690.05,0,13509.22,0,0,0,0,0,0,0,0,0,Education
College Graduates,2055,P50,18987,0,0,2829.9,0,4264.1000000000004,0,3717.2,1396.5,0,58682.2,39357.599999999999,0,0,20706.099999999999,0,70425.899999999994,0,49436,0,10.1,3128.9,0,19093.7,0,0,0,0,Education
College Graduates,2055,P75,48238,430,33916,9852,468,10071,0,3717,1397,177,103269,65607,2163,0,28407,30552,125747,0,84386,750,970,14370,0,26384,15626,0,0,1208,Education
College Graduates,2055,P90,110963,7043,75982,22943,1085,20185,0,7434,1917,867,174887,99605,5014,22076,35033,82130,211628,0,136338,10685,5383,31869,127,33623,25657,51040,0,3619,Education
College Graduates,2055,P95,184640,19307,108322,38231,1557,31789,10149,7434,2738,1685,254529,130215,7196,40563,39286,122381,307764,915,183699,25218,10892,49242,7584,38717,29946,91022,0,6386,Education
College Graduates,2055,P99,523547,71330,212183,95961,3068,78661,23744,11895,4381,5786,592063,230522,12489,109313,49149,252449,681256,5511,356586,82303,35794,106013,51476,50098,37361,198745,0,18803,Education
College Graduates,2065,P10,2231.81,0,0,0,0,0,0,4517.92,0,0,18560.13,12790.99,0,0,0,0,25301.81,0,19078.849999999999,0,0,0,0,0,0,0,0,0,Education
College Graduates,2065,P25,7168.1,0,0,0,0,1495.8,0,4517.8999999999996,0,0,33850.300000000003,23375.599999999999,0,0,13004.8,0,41804.300000000003,0,30580.3,0,0,0,0,13475.4,0,0,0,0,Education
College Graduates,2065,P5,815.52,0,0,0,0,0,0,0,0,0,12824.43,8556.66,0,0,0,0,19452.189999999999,0,15125.78,0,0,0,0,0,0,0,0,0,Education
College Graduates,2065,P50,19489,0,0,3354,0,4629.1000000000004,0,4517.8999999999996,1697.3,0,60776.9,42358.5,0,0,22954.9,0,74756.7,0,54196.5,0,12.9,4470.7,0,21363.1,0,0,0,0,Education
College Graduates,2065,P75,49338,0,36619,11863,510,10970,0,4518,1697,333,106416,71272,2355,0,31780,31000,132452,0,94708,739,1127,17336,0,29422,17194,0,0,1271,Education
College Graduates,2065,P90,109399,6291,84406,28024,1198,22938,0,9036,3328,1106,177954,110070,5537,24548,39273,90167,224888,0,155034,11076,6217,38256,15,37701,28030,56618,0,3902,Education
College Graduates,2065,P95,182961,19987,122438,45091,1741,35824,10574,11747,3328,2069,259181,143410,8045,45105,44205,137006,318781,1412,209220,26625,12453,57206,7863,43439,33253,101258,0,6743,Education
College Graduates,2065,P99,526688,78631,240207,105506,3473,83711,26029,14457,5325,6251,580578,244051,14072,121553,54694,279729,677473,6264,380857,91519,36465,115766,58194,55214,41527,226777,0,20083,Education
Divorced Individuals,2015,P10,1.82,0,0,0,0,0,0,1500.08,0,0,7735.28,6652.36,0,0,0,0,9632.9500000000007,0,8666,0,0,0,0,0,0,0,0,0,Marital Status
Divorced Individuals,2015,P25,686.3,0,0,0,0,0,0,1500.1,0,0,14522.9,11163.6,0,0,4167.3999999999996,0,16448.099999999999,0,13025.9,0,0,0,0,4167.3999999999996,0,0,0,0,Marital Status
Divorced Individuals,2015,P5,-43.75,0,0,0,0,0,0,0,0,0,4585.01,1568.39,0,0,0,0,6598.65,0,3581.99,0,0,0,0,0,0,0,0,0,Marital Status
Divorced Individuals,2015,P50,3629.4,0,0,0,0,1211.4000000000001,0,1500.1,513.6,0,29428.1,21486.9,0,0,12252.1,0,32262.799999999999,0,23922.9,0,0,0,0,12252.1,0,0,0,0,Marital Status
Divorced Individuals,2015,P75,12821,5644,13205,2378,149,4658,0,1500,514,0,57591,40388,639,0,18622,13205,64417,0,46438,0,178,0,0,18622,0,0,0,319,Marital Status
Divorced Individuals,2015,P90,39051,19085,42608,9429,562,10412,0,1500,514,0,94436,63697,2402,52170,23558,42608,112548,0,78562,3251,1885,3807,0,23558,0,0,0,1901,Marital Status
Divorced Individuals,2015,P95,73089,30930,68208,14824,933,15593,7936,2100,514,0,136257,80502,3987,66422,25756,68208,161078,0,104181,10257,4637,8453,0,25756,0,0,1035,3534,Marital Status
Divorced Individuals,2015,P99,322699,66963,114784,36063,1650,34651,17906,3900,1007,35,337964,136161,7054,90510,29527,114784,364701,0,175037,47832,15906,26276,14042,29527,0,0,8666,8784,Marital Status
Divorced Individuals,2025,P10,82.19,0,0,0,0,0,0,1862.3,0,0,9145.36,7640.49,0,0,0,0,11699.62,0,10202.379999999999,0,0,0,0,0,0,0,0,0,Marital Status
Divorced Individuals,2025,P25,1054.0999999999999,0,0,0,0,0,0,1862.3,699.6,0,16168.5,12004.5,0,0,8659.4,0,18746.2,0,14543.2,0,0,0,0,9390.2000000000007,0,0,0,0,Marital Status
Divorced Individuals,2025,P5,-47.01,0,0,0,0,0,0,1862.3,0,0,6208.12,3258.13,0,0,0,0,8791.36,0,5880.63,0,0,0,0,0,0,0,0,0,Marital Status
Divorced Individuals,2025,P50,5273,0,0,0,0,1409.3,0,1862.3,699.6,0,31142.7,22458.5,0,0,14090.9,0,34828.9,0,25833,0,0,0,0,14090.9,0,0,0,0,Marital Status
Divorced Individuals,2025,P75,16346,3521,13393,3021,157,5142,0,1862,700,0,59303,41638,718,0,21038,13393,68209,0,49000,0,196,1367,0,21038,0,0,0,286,Marital Status
Divorced Individuals,2025,P90,46190,16360,42607,9686,593,11302,0,1862,700,0,104772,68206,2718,18324,25799,42607,122456,1120,84075,2692,1957,8129,0,25799,0,0,0,1736,Marital Status
